"country","iso3c","date","gdp_grwth","gdp","gdp_for20_grwth","gdp_forc20","gdp_dollars","gdp_forc20_dollars","gap_dollars","gap_relative"
"Curacao","CUW",2015,NA,108.59433249300548,NA,108.59433249300548,3042737430.1676,3042737430.1676,"$0","0%"
"Cyprus","CYP",2015,NA,79.59827397163714,NA,79.59827397163714,19909190058.804,19909190058.804,"$0","0.000%"
"Czechia","CZE",2015,NA,87.19752707285518,NA,87.19752707285518,188033050459.881,188033050459.881,"$0","0.000%"
"Denmark","DNK",2015,NA,91.00143007549659,NA,91.00143007549659,302673070846.857,302673070846.857,"$0","0.000%"
"Djibouti","DJI",2015,NA,80.04646526075445,NA,80.04646526075445,2424391785.43897,2424391785.43897,"$0","0.0%"
"Dominica","DMA",2015,NA,95.38921771489984,NA,95.38921771489984,540737037.037037,540737037.037037,"$0","0.0%"
"Dominican Republic","DOM",2015,NA,79.70310708688193,NA,79.70310708688193,71164825256.6849,71164825256.6849,"$0","0%"
"Ecuador","ECU",2015,NA,97.62860521978135,NA,97.62860521978135,99290381000,99290381000,"$0","0.00%"
"Egypt, Arab Rep.","EGY",2015,NA,82.74763944782885,NA,82.74763944782885,329366576819.407,329366576819.407,"$0","0.00%"
"El Salvador","SLV",2015,NA,90.91716239012696,NA,90.91716239012696,23438240000,23438240000,"$0","0.000%"
"Equatorial Guinea","GNQ",2015,NA,131.18165646161526,NA,131.18165646161526,13185496836.4124,13185496836.4124,"$0","0.00%"
"Eritrea","ERI",2015,NA,NA,NA,NA,NA,NA,NA,NA
"Estonia","EST",2015,NA,85.10950535335628,NA,85.10950535335628,22890762090.1508,22890762090.1508,"$0","0.00%"
"Eswatini","SWZ",2015,NA,92.24510168518991,NA,92.24510168518991,4063245671.29285,4063245671.29285,"$0","0.000%"
"Ethiopia","ETH",2015,NA,72.05412784655466,NA,72.05412784655466,64589334978.8013,64589334978.8013,"$0","0.000%"
"Faroe Islands","FRO",2015,NA,100,NA,100,2573908649.0584,2573908649.0584,"$0","0%"
"Fiji","FJI",2015,NA,89.77259414011817,NA,89.77259414011817,4682546881.15833,4682546881.15833,"$0","0.00%"
"Finland","FIN",2015,NA,92.06663763066216,NA,92.06663763066216,234534382384.766,234534382384.766,"$0","0.000%"
"France","FRA",2015,NA,93.21220593661404,NA,93.21220593661404,2439188643162.5,2439188643162.5,"$0","0.00%"
"French Polynesia","PYF",2015,NA,89.9751958475293,NA,89.9751958475293,5325848045.4324,5325848045.4324,"$0","0%"
"Gabon","GAB",2015,NA,93.03287799737875,NA,93.03287799737875,14383107714.0388,14383107714.0388,"$0","0.00%"
"Gambia, The","GMB",2015,NA,82.15524214006712,NA,82.15524214006712,1378176868.31568,1378176868.31568,"$0","0%"
"Georgia","GEO",2015,NA,84.21011401908004,NA,84.21011401908004,14953950557.4406,14953950557.4406,"$0","0.000%"
"Germany","DEU",2015,NA,93.35324857786212,NA,93.35324857786212,3357585719351.56,3357585719351.56,"$0","0.000%"
"Ghana","GHA",2015,NA,79.09390410816701,NA,79.09390410816701,49406568432.6711,49406568432.6711,"$0","0.00%"
"Gibraltar","GIB",2015,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","GRC",2015,NA,95.96435587593048,NA,95.96435587593048,195683527003.375,195683527003.375,"$0","0.00%"
"Greenland","GRL",2015,NA,92.77861328631434,NA,92.77861328631434,2499115623.00272,2499115623.00272,"$0","0%"
"Grenada","GRD",2015,NA,87.84667970711234,NA,87.84667970711234,997007407.407407,997007407.407407,"$0","0.000000%"
"Guam","GUM",2015,NA,97.20502388112511,NA,97.20502388112511,5799000000,5799000000,"$0","0%"
"Guatemala","GTM",2015,NA,87.8531294959061,NA,87.8531294959061,62186186575.7433,62186186575.7433,"$0","0%"
"Guinea","GIN",2015,NA,72.82797195475221,NA,72.82797195475221,8794202443.67366,8794202443.67366,"$0","0.00%"
"Guinea-Bissau","GNB",2015,NA,83.9437022901919,NA,83.9437022901919,1048229629.42039,1048229629.42039,"$0","0.00%"
"Guyana","GUY",2015,NA,84.3976542319506,NA,84.3976542319506,4279840193.7046,4279840193.7046,"$0","0.0%"
"Haiti","HTI",2015,NA,95.85761217780615,NA,95.85761217780615,14833154471.7456,14833154471.7456,"$0","0.00%"
"Honduras","HND",2015,NA,86.12262354141468,NA,86.12262354141468,20979767785.2104,20979767785.2104,"$0","0%"
"Hong Kong SAR, China","HKG",2015,NA,93.2462668060959,NA,93.2462668060959,309383627028.561,309383627028.561,"$0","0.000%"
"Hungary","HUN",2015,NA,84.9358735025061,NA,84.9358735025061,125174166987.372,125174166987.372,"$0","0.000000000%"
"Iceland","ISL",2015,NA,84.04471197943467,NA,84.04471197943467,17517210519.0912,17517210519.0912,"$0","0.00%"
"India","IND",2015,NA,78.32409961533305,NA,78.32409961533305,2103587813812.75,2103587813812.75,"$0","0.00%"
"Indonesia","IDN",2015,NA,82.03844745869603,NA,82.03844745869603,860854235065.079,860854235065.079,"$0","0.000%"
"Iran, Islamic Rep.","IRN",2015,NA,93.99270893104756,NA,93.99270893104756,408212918053.939,408212918053.939,"$0","0.00%"
"Iraq","IRQ",2015,NA,82.65743930295542,NA,82.65743930295542,166774109673.732,166774109673.732,"$0","0.000%"
"Ireland","IRL",2015,NA,78.59130338302255,NA,78.59130338302255,291775166506.891,291775166506.891,"$0","0.0%"
"Isle of Man","IMN",2015,NA,87.15579415290328,NA,87.15579415290328,7085288006.11154,7085288006.11154,"$0","0%"
"Israel","ISR",2015,NA,84.6437713855938,NA,84.6437713855938,303414276832.04,303414276832.04,"$0","0.000%"
"Italy","ITA",2015,NA,95.75009344477553,NA,95.75009344477553,1836637711060.55,1836637711060.55,"$0","0.0000%"
"Jamaica","JAM",2015,NA,95.01013838196975,NA,95.01013838196975,14188935947.5694,14188935947.5694,"$0","0%"
"Japan","JPN",2015,NA,97.2834003698489,NA,97.2834003698489,4444930651964.18,4444930651964.18,"$0","0.00%"
"Jordan","JOR",2015,NA,92.10142183437945,NA,92.10142183437945,38587017944.3352,38587017944.3352,"$0","0%"
"Kazakhstan","KAZ",2015,NA,87.34360138263874,NA,87.34360138263874,184388432148.715,184388432148.715,"$0","0.00000%"
"Kenya","KEN",2015,NA,83.21421646313685,NA,83.21421646313685,70120413328.7838,70120413328.7838,"$0","0.00%"
"Kiribati","KIR",2015,NA,96.19969426210088,NA,96.19969426210088,170291037.487792,170291037.487792,"$0","0.00%"
"Korea, Dem. People's Rep.","PRK",2015,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.","KOR",2015,NA,89.49373724271128,NA,89.49373724271128,1465773245547.15,1465773245547.15,"$0","0.00%"
"Kosovo","XKX",2015,NA,83.41684914734776,NA,83.41684914734776,6295820481.52668,6295820481.52668,"$0","0.0%"
"Kuwait","KWT",2015,NA,100.09155799770171,NA,100.09155799770171,114567298105.683,114567298105.683,"$0","0.00%"
"Kyrgyz Republic","KGZ",2015,NA,84.3137895914747,NA,84.3137895914747,6678178340.45121,6678178340.45121,"$0","0.00%"
"Lao PDR","LAO",2015,NA,78.01482594463609,NA,78.01482594463609,14426381187.0894,14426381187.0894,"$0","0.00%"
"Latvia","LVA",2015,NA,88.64657874013999,NA,88.64657874013999,27263090547.0617,27263090547.0617,"$0","0.000%"
"Lebanon","LBN",2015,NA,107.05961190453756,NA,107.05961190453756,49929337837.0813,49929337837.0813,"$0","0.00%"
"Lesotho","LSO",2015,NA,98.6608499381717,NA,98.6608499381717,2359759799.04224,2359759799.04224,"$0","0.000%"
"Liberia","LBR",2015,NA,100.49019011375837,NA,100.49019011375837,3227075700,3227075700,"$0","0.000%"
"Libya","LBY",2015,NA,79.93056512034147,NA,79.93056512034147,48717854039.9653,48717854039.9653,"$0","0.000%"
"Liechtenstein","LIE",2015,NA,100.00000000000001,NA,100.00000000000001,6268391521.19701,6268391521.19701,"$0","0%"
"Lithuania","LTU",2015,NA,85.9692674763427,NA,85.9692674763427,41435533340.3883,41435533340.3883,"$0","0.00%"
"Luxembourg","LUX",2015,NA,90.78083098282639,NA,90.78083098282639,60071584216.1375,60071584216.1375,"$0","0.000%"
"Macao SAR, China","MAC",2015,NA,88.20139902936425,NA,88.20139902936425,45047964934.2517,45047964934.2517,"$0","0.0%"
"Madagascar","MDG",2015,NA,85.869190032819,NA,85.869190032819,11323020828.5758,11323020828.5758,"$0","0.0000%"
"Malawi","MWI",2015,NA,85.23250999684947,NA,85.23250999684947,6373212640.84604,6373212640.84604,"$0","0.0%"
"Malaysia","MYS",2015,NA,82.6531503168646,NA,82.6531503168646,301354756113.174,301354756113.174,"$0","0.00%"
"Maldives","MDV",2015,NA,75.74911305956492,NA,75.74911305956492,4109424799.72407,4109424799.72407,"$0","0.00000%"
"Mali","MLI",2015,NA,81.75791393501521,NA,81.75791393501521,13104764333.9941,13104764333.9941,"$0","0.000%"
"Malta","MLT",2015,NA,77.54669852302366,NA,77.54669852302366,11091423499.3898,11091423499.3898,"$0","0.00%"
"Marshall Islands","MHL",2015,NA,82.07875819734447,NA,82.07875819734447,182997300,182997300,"$0","0.000%"
"Mauritania","MRT",2015,NA,84.23349300939759,NA,84.23349300939759,6166857628.62212,6166857628.62212,"$0","0.0%"
"Mauritius","MUS",2015,NA,86.56179138517052,NA,86.56179138517052,12007291045.6489,12007291045.6489,"$0","0.000%"
"Mexico","MEX",2015,NA,93.55726612455145,NA,93.55726612455145,1171867608197.72,1171867608197.72,"$0","0.00%"
"Micronesia, Fed. Sts.","FSM",2015,NA,95.19680479815639,NA,95.19680479815639,316489900,316489900,"$0","0.000%"
"Moldova","MDA",2015,NA,84.59687773811237,NA,84.59687773811237,7745241912.94722,7745241912.94722,"$0","0.00%"
"Monaco","MCO",2015,NA,88.43264659271001,NA,88.43264659271001,6261622101.40908,6261622101.40908,"$0","0%"
"Mongolia","MNG",2015,NA,81.9770577118815,NA,81.9770577118815,11619892396.0767,11619892396.0767,"$0","0.00%"
"Montenegro","MNE",2015,NA,84.83093623427928,NA,84.83093623427928,4054712082.54743,4054712082.54743,"$0","0.000%"
"Morocco","MAR",2015,NA,89.29404536954472,NA,89.29404536954472,110414366621.263,110414366621.263,"$0","0.00%"
"Mozambique","MOZ",2015,NA,87.7217782457969,NA,87.7217782457969,15950969018.9458,15950969018.9458,"$0","0.00%"
"Myanmar","MMR",2015,NA,75.33465475987823,NA,75.33465475987823,63045305229.1046,63045305229.1046,"$0","0.0%"
"Namibia","NAM",2015,NA,100.79021047059337,NA,100.79021047059337,11335179560.987,11335179560.987,"$0","0.00000%"
"Nauru","NRU",2015,NA,96.55172413793098,NA,96.55172413793098,86529661.3694983,86529661.3694983,"$0","0.0000%"
"Nepal","NPL",2015,NA,79.59667851191952,NA,79.59667851191952,24360795410.6422,24360795410.6422,"$0","0.00%"
"Netherlands","NLD",2015,NA,91.1124522649901,NA,91.1124522649901,765572770634.375,765572770634.375,"$0","0.000%"
"New Caledonia","NCL",2015,NA,100,NA,100,8738205836.7394,8738205836.7394,"$0","0%"
"New Zealand","NZL",2015,NA,88.08501429908465,NA,88.08501429908465,178064471137.921,178064471137.921,"$0","0.000%"
"Nicaragua","NIC",2015,NA,98.29958110645691,NA,98.29958110645691,12756706583.3113,12756706583.3113,"$0","0.0%"
"Niger","NER",2015,NA,79.29720096510874,NA,79.29720096510874,9683867893.68343,9683867893.68343,"$0","0.00%"
"Nigeria","NGA",2015,NA,96.79113620938506,NA,96.79113620938506,493026782401.561,493026782401.561,"$0","0.00%"
"North Macedonia","MKD",2015,NA,89.97831586555799,NA,89.97831586555799,10064515432.0265,10064515432.0265,"$0","0.00%"
"Northern Mariana Islands","MNP",2015,NA,87.67268862911754,NA,87.67268862911754,910000000,910000000,"$0","0%"
"Norway","NOR",2015,NA,94.91559344516754,NA,94.91559344516754,385801550067.169,385801550067.169,"$0","0.00%"
"Oman","OMN",2015,NA,94.77109014074317,NA,94.77109014074317,78710793237.9714,78710793237.9714,"$0","0.00000000%"
"Pakistan","PAK",2015,NA,83.39893019043836,NA,83.39893019043836,270556131701.171,270556131701.171,"$0","0.00%"
"Palau","PLW",2015,NA,103.8154894227321,NA,103.8154894227321,280457700,280457700,"$0","0.0%"
"Panama","PAN",2015,NA,84.50980392156856,NA,84.50980392156856,54091800000,54091800000,"$0","0.00%"
"Papua New Guinea","PNG",2015,NA,87.87886304804685,NA,87.87886304804685,21723531173.2409,21723531173.2409,"$0","0.000%"
"Paraguay","PRY",2015,NA,89.02192239181002,NA,89.02192239181002,36211447840.0971,36211447840.0971,"$0","0.00%"
"Peru","PER",2015,NA,88.27325033616594,NA,88.27325033616594,189805300841.603,189805300841.603,"$0","0.00%"
"Philippines","PHL",2015,NA,77.34148651515508,NA,77.34148651515508,306446140628.709,306446140628.709,"$0","0.000%"
"Poland","POL",2015,NA,83.48358454630576,NA,83.48358454630576,477111287969.227,477111287969.227,"$0","0.000%"
"Portugal","PRT",2015,NA,89.67077313933171,NA,89.67077313933171,199394066525.44,199394066525.44,"$0","0.00%"
"Puerto Rico","PRI",2015,NA,107.24740051314554,NA,107.24740051314554,103375500000,103375500000,"$0","0.000%"
"Qatar","QAT",2015,NA,96.55244729669518,NA,96.55244729669518,161739955576.923,161739955576.923,"$0","0.000%"
"Romania","ROU",2015,NA,81.60300049341154,NA,81.60300049341154,177882417554.984,177882417554.984,"$0","0.00%"
"Russian Federation","RUS",2015,NA,93.29006557856842,NA,93.29006557856842,1363481063446.77,1363481063446.77,"$0","0.00%"
"Rwanda","RWA",2015,NA,76.36147297109362,NA,76.36147297109362,8539424910.07969,8539424910.07969,"$0","0.000%"
"Samoa","WSM",2015,NA,87.96620840127548,NA,87.96620840127548,824160018.151066,824160018.151066,"$0","0.00%"
"San Marino","SMR",2015,NA,94.07971326286344,NA,94.07971326286344,1419394771.21029,1419394771.21029,"$0","0.00%"
"Sao Tome and Principe","STP",2015,NA,87.8564172194067,NA,87.8564172194067,316066072.343754,316066072.343754,"$0","0.00%"
"Saudi Arabia","SAU",2015,NA,96.33979014498061,NA,96.33979014498061,654269739552.019,654269739552.019,"$0","0.000%"
"Senegal","SEN",2015,NA,78.78664422266921,NA,78.78664422266921,17774766636.0459,17774766636.0459,"$0","0.00%"
"Serbia","SRB",2015,NA,86.93493741469618,NA,86.93493741469618,39655958842.5478,39655958842.5478,"$0","0.00%"
"Seychelles","SYC",2015,NA,85.36056567732267,NA,85.36056567732267,1416001321.92671,1416001321.92671,"$0","0.0000%"
"Sierra Leone","SLE",2015,NA,83.09953552598783,NA,83.09953552598783,4218723875.1379,4218723875.1379,"$0","0.00%"
"Singapore","SGP",2015,NA,88.03693507027023,NA,88.03693507027023,308004146057.608,308004146057.608,"$0","0.000%"
"Sint Maarten (Dutch part)","SXM",2015,NA,113.09311214340472,NA,113.09311214340472,1253072625.69832,1253072625.69832,"$0","0%"
"Slovak Republic","SVK",2015,NA,89.35009126971535,NA,89.35009126971535,88900883130.8374,88900883130.8374,"$0","0.00%"
"Slovenia","SVN",2015,NA,85.55944387190922,NA,85.55944387190922,43107506024.3254,43107506024.3254,"$0","0.000%"
"Solomon Islands","SLB",2015,NA,87.91646873631926,NA,87.91646873631926,1307908069.79418,1307908069.79418,"$0","0.00000%"
"Somalia","SOM",2015,NA,77.90917513429658,NA,77.90917513429658,5335000000,5335000000,"$0","0.000%"
"South Africa","ZAF",2015,NA,96.4375054654779,NA,96.4375054654779,346709790458.563,346709790458.563,"$0","0%"
"South Sudan","SSD",2015,NA,100,NA,100,11997800760.2242,11997800760.2242,"$0","0.0%"
"Spain","ESP",2015,NA,90.34974435215624,NA,90.34974435215624,1196156971279.69,1196156971279.69,"$0","0.00%"
"Sri Lanka","LKA",2015,NA,87.58704628744839,NA,87.58704628744839,85140963536.633,85140963536.633,"$0","0.00%"
"St. Kitts and Nevis","KNA",2015,NA,90.60900822939135,NA,90.60900822939135,957040740.740741,957040740.740741,"$0","0.00%"
"St. Lucia","LCA",2015,NA,91.20769358438643,NA,91.20769358438643,1807227215.4535,1807227215.4535,"$0","0.000%"
"St. Martin (French part)","MAF",2015,NA,NA,NA,NA,NA,NA,NA,NA
"St. Vincent and the Grenadines","VCT",2015,NA,91.27324677435254,NA,91.27324677435254,786554592.592593,786554592.592593,"$0","0.00%"
"Sudan","SDN",2015,NA,100.80746361767017,NA,100.80746361767017,84985132167.2171,84985132167.2171,"$0","0.00%"
"Suriname","SUR",2015,NA,97.52506822996298,NA,97.52506822996298,5126188134.7499,5126188134.7499,"$0","0.000%"
"Sweden","SWE",2015,NA,91.86690256174732,NA,91.86690256174732,505103781349.757,505103781349.757,"$0","0.000%"
"Switzerland","CHE",2015,NA,92.9071205193631,NA,92.9071205193631,694118186379.628,694118186379.628,"$0","0.000%"
"Syrian Arab Republic","SYR",2015,NA,104.86355920183973,NA,104.86355920183973,16468399180.3822,16468399180.3822,"$0","0%"
"Tajikistan","TJK",2015,NA,75.5822783062498,NA,75.5822783062498,8271454300.59548,8271454300.59548,"$0","0.00%"
"Tanzania","TZA",2015,NA,78.54731906889243,NA,78.54731906889243,47378603783.6471,47378603783.6471,"$0","0.00000000%"
"Thailand","THA",2015,NA,87.16631607009096,NA,87.16631607009096,401296437424.995,401296437424.995,"$0","0.00%"
"Timor-Leste","TLS",2015,NA,81.34485786442814,NA,81.34485786442814,1594447630.7963,1594447630.7963,"$0","0.00%"
"Togo","TGO",2015,NA,82.00549966906118,NA,82.00549966906118,4180866177.03946,4180866177.03946,"$0","0%"
"Tonga","TON",2015,NA,89.96270915869283,NA,89.96270915869283,437006227.162781,437006227.162781,"$0","0.00%"
"Trinidad and Tobago","TTO",2015,NA,113.41679516766034,NA,113.41679516766034,26851970253.811,26851970253.811,"$0","0.00%"
"Tunisia","TUN",2015,NA,92.88484810872872,NA,92.88484810872872,45780077487.7651,45780077487.7651,"$0","0.0000%"
"Turkiye","TUR",2015,NA,86.7448678509471,NA,86.7448678509471,864316670330.882,864316670330.882,"$0","0.00%"
"Turkmenistan","TKM",2015,NA,78.31917326107424,NA,78.31917326107424,35799714285.7143,35799714285.7143,"$0","0.0%"
"Turks and Caicos Islands","TCA",2015,NA,85.96291693702052,NA,85.96291693702052,942070000,942070000,"$0","0%"
"Tuvalu","TUV",2015,NA,80.30303030303035,NA,80.30303030303035,36811659.5297123,36811659.5297123,"$0","0.00%"
"Uganda","UGA",2015,NA,81.78572029958497,NA,81.78572029958497,32387183844.6699,32387183844.6699,"$0","0.000%"
"Ukraine","UKR",2015,NA,89.29496754926049,NA,89.29496754926049,91030959454.6961,91030959454.6961,"$0","0.000%"
"United Arab Emirates","ARE",2015,NA,91.80317258920674,NA,91.80317258920674,370275469560.166,370275469560.166,"$0","0.00%"
"United Kingdom","GBR",2015,NA,92.46082379316321,NA,92.46082379316321,2934857946213.47,2934857946213.47,"$0","0.000%"
"United States","USA",2015,NA,91.35452556406732,NA,91.35452556406732,18206020741000,18206020741000,"$0","0.00%"
"Uruguay","URY",2015,NA,95.96666317827794,NA,95.96666317827794,53274304222.136,53274304222.136,"$0","0.000%"
"Uzbekistan","UZB",2015,NA,81.19357579303598,NA,81.19357579303598,86196265191.6645,86196265191.6645,"$0","0.00%"
"Vanuatu","VUT",2015,NA,84.57201144702913,NA,84.57201144702913,730870581.672312,730870581.672312,"$0","0.00%"
"Venezuela, RB","VEN",2015,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","VNM",2015,NA,75.96765191574092,NA,75.96765191574092,239258340825.533,239258340825.533,"$0","0.000%"
"Virgin Islands (U.S.)","VIR",2015,NA,94.6703713058853,NA,94.6703713058853,3663000000,3663000000,"$0","0%"
"West Bank and Gaza","PSE",2015,NA,88.27089519236844,NA,88.27089519236844,13972400000,13972400000,"$0","0.0%"
"Yemen, Rep.","YEM",2015,NA,115.37234037133166,NA,115.37234037133166,42444495590.1077,42444495590.1077,"$0","0.0%"
"Zambia","ZMB",2015,NA,88.21643357028034,NA,88.21643357028034,21251216798.7762,21251216798.7762,"$0","0.000%"
"Zimbabwe","ZWE",2015,NA,96.80929374210704,NA,96.80929374210704,19963120610,19963120610,"$0","0.000%"
"Afghanistan","AFG",2016,2.3,92.6521274676598,2.3,92.6521274676598,20450177379.3119,20450177379.3119,"$0","0.0%"
"Albania","ALB",2016,3.3000000000000003,90.72023904991188,3.3000000000000003,90.72023904991188,11764322012.1433,11764322012.1433,"$0","0.00%"
"Algeria","DZA",2016,3.2,96.58032630151088,3.2,96.58032630151088,171290616199.707,171290616199.707,"$0","0.000%"
"American Samoa","ASM",2016,-1.7000000000000002,105.22875816993461,-1.7000000000000002,105.22875816993461,661697709.923664,661697709.923664,"$0","0%"
"Andorra","AND",2016,3.6999999999999997,96.15847685140169,3.6999999999999997,96.15847685140169,2893365390.02848,2893365390.02848,"$0","0%"
"Angola","AGO",2016,-2.6,102.20150970835273,-2.6,102.20150970835273,84969042437.6887,84969042437.6887,"$0","0.0000%"
"Antigua and Barbuda","ATG",2016,5.5,86.50163487738448,5.5,86.50163487738448,1410163355.6217,1410163355.6217,"$0","0.0%"
"Argentina","ARG",2016,-2.1,101.91194314609079,-2.1,101.91194314609079,582376550428.09,582376550428.09,"$0","0%"
"Armenia","ARM",2016,0.2,82.1795056805434,0.2,82.1795056805434,10574444348.3148,10574444348.3148,"$0","0.00%"
"Aruba","ABW",2016,2.1,89.49863684288165,2.1,89.49863684288165,3025849510.13709,3025849510.13709,"$0","0.000%"
"Australia","AUS",2016,2.7,93.00940592843625,2.7,93.00940592843625,1387494901475.28,1387494901475.28,"$0","0.00%"
"Austria","AUT",2016,2,94.04857732871568,2,94.04857732871568,389570224508.691,389570224508.691,"$0","0.00%"
